,ID,Review URL,Text,Star,Thumbs Up,User Name,Developer Reply,Version,Review Date,App ID,sentiment
6816,642250,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFWF6t_w4DkwZ8jIrfGVwEIaJ7tTr7DHDUFtfZ3WxAdwnozwwmWaAlH0GGYzquc73WSJ3sfwo9EoB3JDWo,Need improvement,1,0,Princeton Brownjr,,81.0.4044.138,02/03/21,com.android.chrome,+
6835,642269,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHwcn9A-Y2ZzDS4Zmyp48QD8wwlfyDkIXwkUdYWp9pFruQrXNrJ55UwzO_8F8CEPHXMz3-aAAb21kiOZFI,It's ok,3,0,Gokila Priya,,74.0.3729.136,02/03/21,com.android.chrome,+
6839,642273,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGHWBgH6WyJrmEuvstZzGEI8cEXInv24DELXyFHRJWly_wMUPylygibMCq_jCscwYamDFkp8xyHJ7dgDVo,Nice,1,0,naiz khan,,61.0.3163.98,02/03/21,com.android.chrome,+
6849,642282,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHOpcMsDrpn0DnuH6I3Nyg9kV9MrcGKUh6xNJjEGNRSnCVyzW-HueYLGU3uHFQauZxt_-Ux6pAdsPSSdrE,Better,2,0,Abhimanyu Kumar,,87.0.4280.101,02/03/21,com.android.chrome,+
6852,642285,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEfWmDEMqQcmHbjisWzwcG3TF8AtBi2o0sVfuA3_GJWcuXZmDsplXvFlbNYUoC4xTn-6qd7_nLUV9o33yI,Nice,3,0,Abdul bare Bare,,88.0.4324.181,02/03/21,com.android.chrome,+
6899,642333,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEbTq5gN5TFctP7COdAinSa-j4fyUD3a-pKpLkBnnrw1GqukJbaCBDPCHnmpawHBeXrnV1KD4yHqowVdOM,"Ty638,",3,0,Tammanna Talawar,,70.0.3538.110,02/03/21,com.android.chrome,+
6923,656050,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFCf1AjHzMhAavJ50fVY62d3czqrp1k_CTDgDwPO5JthnPSbr_8757taMdyaTYJEXBmIxlek7bgzZzqw2w,Good,3,0,Kaneez Fatema,,86.0.4240.198,03/03/21,com.android.chrome,+
6944,656072,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF7aMcKOIQoCB3hxtTEwbwhz3GKwY65Cfq_nA-aPtSsBq9z7NxF6h92ufjaHqtCQrY4XyBmvLpOCz7PS_o,Good,2,0,aparajita gupta,,88.0.4324.181,03/03/21,com.android.chrome,+
6986,656115,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHmiXUxZhVCEPL2rH4LfymHTBplNybNWVaOOhxlASDMM2b7ziE2xLfSbMkEKPG1xXU7l_A-WUI8YRWvAEU,To easy to hack,3,0,Patricia Cuero,,85.0.4183.101,03/03/21,com.android.chrome,+
7032,659646,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGoqT4wEoIw3oeSdbPzkbq35NzTb9CUCbMaOmha7V1GcBx0VX9Z5yTUbzLg4SQBZe7h394m-tQ9SnS4Xd4,Good,3,0,BHARVAD KARAN,,86.0.4240.185,04/03/21,com.android.chrome,+
7041,659655,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFGerW37qWohz7xcgVO52gVBGCSHAY04CPeVB0-xLYQq0kvoanOZu-9Ax1gsHLUV82ssX4TMGAirDBy8sA,Good,1,0,Seanmichael Cabanilla,,81.0.4044.138,04/03/21,com.android.chrome,+
7042,659656,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGzGaQNmHbdHAEfQnKzhtO1vbPke4TJkYccUFKpxCEb4MBva8l8V5AlBgolER2YiI1MFLqtVkCGiwPtTVU,Good app,1,0,Faith Mulae,,62.0.3202.84,04/03/21,com.android.chrome,+
7047,659661,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEL20C4u8eL6I2vCF_srn-vAe-XdF9ul9iQmXqMsYWG5TomRDcYBwVcXsBIkL1GiGC2bE7J4Xd8U1DM2To,Its good,1,0,Holy Purpose,,42.0.2311.111,04/03/21,com.android.chrome,+
7063,659677,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEicbnx0IfmR6EqKc4AGnp99W_WzlOvDcQX34Y0-62TzfVDw88dHt8Cqb1c0Pjf_MiJVPUW3M6zbdFSuAg,Very nice app💚,3,0,Rx Aman Choudhury,,88.0.4324.181,04/03/21,com.android.chrome,+
7195,684983,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOETBJBTu2cGF1Pe-InDokmpFqyaaX39yF2nupPTk1rQX3fwLsRp_jqAnygseU6V9Gbi5NxEwp-J6873RMM,"Chrome is good, I trust this update will make it better.",1,0,Harry W Kendall,,88.0.4324.181,05/03/21,com.android.chrome,+
